czywiesz1447	kto był jednym ze współtwórców polskiego internetu?	W sierpniu 1999 był jednym z trzech współtwórców Forum Polskiego Internetu Komercyjnego, które z czasem przekształciło się w polski oddział Interactive Advertising Bureau - stowarzyszenie skupiające branżę internetową.	0
czywiesz566	czym zajmowali się świątnicy?	Za panowania Jagiellonów w Świątnikach znajdował się ośrodek ślusarski i metalurgiczny. Burmistrz podkreśla, że mieszkańcy nigdy nie zajmowali się rolnictwem, zabudowa miejscowości zaś zawsze była małomiasteczkowa.	0
czywiesz4341	czym była Rada Narodowa Rzeczypospolitej Polskiej?	Rada Narodowa Rzeczypospolitej Polskiej Rada Narodowa Rzeczypospolitej Polskiej – organ konsultacyjny i opiniodawczy prezydenta i rządu RP na uchodźstwie.	1
czywiesz3816	na czym polega japoński dowcip kanchō?	"Rickrolling – dowcip internetowy zawierający teledysk do utworu Ricka Astleya pt. ""Never Gonna Give You Up"". Dowcip polega na wysyłaniu ""linku"" do rzekomo interesującego materiału filmowego lub strony mającej zakończyć daną dyskusję, która następnie okazuje się nagraniem wideo przedstawiającym teledysk piosenki."	0
czywiesz1636	który flamandzki malarz barokowy znany jest z obrazów wnętrz prawdziwych i wyimaginowanych kościołów gotyckich?	Pieter Neeffs II lub Neefs (ur. 26 maja 1620, zm. po 1675) – flamandzki malarz barokowy. Artysta urodził się w Antwerpii w rodzinie malarza Pietera Neeffsa I i podobnie jak ojciec zajmował się malowaniem wnętrz kościołów.	0
czywiesz4161	w którym kraju w noc sylwestrową je się oliebollen?	Jedną z dwóch głównych przyczyn rozpadu The Skatalites (obok aresztowania Dona Drummonda, który w noc sylwestrową 1964/65 zadźgał nożem swoją narzeczoną) był ambicjonalny konflikt pomiędzy Alphonso i Tommym McCookiem – obaj grali na saksofonie tenorowym. Po całkowitym rozłamie grupy, do jakiego doszło w sierpniu 1965 roku, założyli oni dwa konkurencyjne zespoły: McCook – The Supersonics, z którym przeniósł się pod egidę Treasure Isle Records Duke'a Reida, zaś Alphonso – The Soul Brothers (od roku 1967 pod nową nazwą The Soul Vendors), z którym pozostał by nagrywać dla Dodda.	0
czywiesz4542	"kiedy powstał plan ""marynarka 600 okrętów"" i jakie były jego założenia?"	Potrzeba pojawienia się tej klasy powstała podczas I wojny światowej, kiedy okręty podwodne zaczęły być groźną i w pełni wykształconą bronią. Rozpoczęto wówczas budowę niewielkich okrętów przeznaczonych specjalnie do walki z nimi i mogących odciążyć od tego zadania niszczyciele. Protoplastami okrętów przeznaczonych do zwalczania okrętów podwodnych były brytyjskie okręty patrolowe typu P o wyporności 600 tonHans Lengerer, Jiro Itani, Tomoko Rehm Takahara, Ścigacze okrętów podwodnych Japońskiej Cesarskiej Marynarki Wojennej.	0
czywiesz1382	jacy kompozytorzy napisali muzykę do libretta opery o perskim królu Sziroe?	Do pełnego humoru, inteligentnego libretta Fall raz jeszcze napisał pełną rozmachu i energii, a zarazem subtelną i romantyczną muzykę. Wiosną 1925 roku kompozytor wyruszył na tournée po Ameryce Południowej, trudy tej podróży doprowadziły do choroby woreczka żółciowego.	0
czywiesz1477	jakiej rodziny azjatyckich gryzoni dotyczył efekt Łazarza?	W artykule opublikowanym w czasopiśmie „Science” Dawson i współpracownicy argumentowali, że laotański szczur skalny jest członkiem uważanej za wymarłą przed 11 milionami lat rodziny Diatomyidae. Według Dawson gatunek ten jest przykładem efektu Łazarza wśród współczesnych ssaków.	1
czywiesz1174	jak powitał pierwszych więźniów w Auschwitz kierownik obozu Karl Fritzsch?	Karl Ernst Möckel (ur. 9 stycznia 1901 w Klingenthal, zm. 24 stycznia 1948 w Krakowie) - zbrodniarz hitlerowski, kierownik administracji obozu koncentracyjnego Auschwitz-Birkenau oraz SS-Obersturmbannführer.	0
czywiesz1375	dlaczego istnieje obowiązek nauki języka szwedzkiego w Finlandii?	W Finlandii język szwedzki jest, obok fińskiego, językiem urzędowym, z uwagi na 5% szwedzkojęzycznych obywateli Finlandii zamieszkałych głównie na wybrzeżach tego kraju.	1
czywiesz651	która biblioteka jest w posiadaniu najstarszej w Polsce gęsi?	Najstarsza znana w Polsce plansza do gry w gęś pochodzi z 1721 roku i znajduje się w zbiorach Biblioteki Jagiellońskiej.	1
czywiesz3036	jakie wojskowe oznaczenie otrzymał niezrealizowany projekt samolotu Cesarskiej Armii Japońskiej z czasów II wojny światowej?	Mitsubishi/Nakajima A8M Rifuku – niezrealizowany projekt samolotu myśliwskiego przeznaczonego dla lotnictwa Japońskiej Cesarskiej Marynarki Wojennej z okresu II wojny światowej.	0
czywiesz2963	w jaki sposób Portret Asensia Julià pędzla Francisca Goi trafił do zbiorów Muzeum Thyssen-Bornemisza?	Z tego samego roku pochodzi znajdujący się w Muzeum Thyssen-Bornemisza portert Julià pędzla Goi, z inskrypcją «Goya a su amigo Asensi» («Goya swojemu przyjacielowi Asensi») widoczną w lewym dolnym rogu.	0
czywiesz1265	jakie święto obchodzone jest tego samego dnia co Święto Niepodległości?	W 1937 roku ustanowiono Święto Niepodległości, obchodzone 11 listopada.	0
czywiesz761	jak naliczane są opłaty za przekroczenie mocy umownej?	Po przekroczeniu tego czasu naliczane są opłaty za wypożyczenie.	0
czywiesz548	do czego podaje się skordalię?	Datę śmierci Hipolita podaje Rocznik kapitulny krakowski (dawny). Jest to całkiem niemała wiedza w przypadku pierwszych arcybiskupów gnieźnieńskich, ponieważ istnienie niektórych z nich, podawanych w zestawieniach arcybiskupów wcale nie jest pewne (zobacz np. Bossuta Stefan). Na tej podstawie da się wysnuć również kilka wniosków co do jego działalności.	0
czywiesz1975	czyje prace można zobaczyć w National Gallery of Canada?	National Gallery of Canada w Ottawie.	0
czywiesz3424	dlaczego na podarowanym Paulowi Gauguinowi autoportrecie Vincent van Gogh namalował siebie z ogoloną głową?	Van Gogh zrewanżował się malując autoportret i dedykując go Gauguinowi. Na autoportrecie artysta przedstawił siebie z krótko ostrzyżoną głową i brodą, co miało być nawiązaniem do jego wiary w monastyczny styl życia i przedstawieniem siebie w roli ucznia, w jakiej van Gogh postrzegał samego siebie w stosunku do Gauguina.	0
czywiesz933	w jaki sposób rozdziela się izotopy?	Efekt Soreta, termodyfuzja, zjawisko Ludwiga-Soreta, termoforeza - proces termomechaniczny wywołany różnicą temperatur w ośrodku. Polega na przemieszczaniu się cząsteczek w mieszaninie lub roztworze na skutek gradientu temperatur, co prowadzi do zaburzenia jej jednorodności. Zjawisko to jest stosowane do rozdzielania izotopów na skalę laboratoryjną.	1
czywiesz3960	któremu ptakowi Aborygeni australijscy przypisują rolę zwiastuna złych wieści lub złodzieja tajemnic?	aborygeni – termin, którym określa się ludy rdzenne różnych regionów Aborygeni – zbiorcza nazwa rdzennych ludów Australii Aborygeni – tradycyjna nazwa rdzennych ludów kontynentu australijskiego, Tasmanii i niektórych przyległych wysp Aborygeni australijscy – rdzenna ludność kontynentu australijskiego Aborygeni tasmańscy – rdzenna ludność Tasmanii Rdzenna ludność Wysp w Cieśninie Torresa Aborygeni tajwańscy – zbiorcza nazwa rdzennych ludów Tajwanu Aborygenowie (łac. Aborigines) – według mitologii rzymskiej rdzenna ludność środkowej Italii	0
czywiesz1427	kiedy konsekrowano katedrę św. Teresy z Avili w Požedze?	Katedra św. Teresy z Avili w Soboticy (ser. Subotička stolna crkva (katedrala) svete Terezije, węg.	0
czywiesz129	jaki kształt mają jaja różanki?	U zwierząt chorych, mocno opadniętych, gdy występuje łuszczenie się naskórka jaja mogą być składane bezpośrednio na skórze, gdzie również mogą się rozwijać larwy. Jaja mają kształt elipsoidalny, są barwy białawej o długości 0,5 mm.	0
czywiesz1614	przy jakiej linii zbudowano dworce w stylu Bydgoszcz-Gdynia?	Dworce na linii kolejowej nr 201 można podzielić na trzy zasadnicze grupy: dworce powstałe przed budową magistrali węglowej, dworce o architekturze typowej dla północnej części magistrali węglowej czyli Bydgoszcz – Gdynia oraz dworce późniejsze.	1
czywiesz2296	jaki jest cel misji sondy kosmicznej Jupiter Icy Moon Explorer?	W kwietniu 2011 roku ESA uznała, że planowany budżet amerykańskiej agencji stawia wspólną misję w 2020 pod znakiem zapytania New approach for L-class mission candidates, ESA, 19 Apr 2011 i lepszym rozwiązaniem będzie samodzielne wysłanie sondy, opartej na projekcie orbitera Ganimedesa. Projektowana misja została nazwana Jupiter Icy Moon Explorer (JUICE).	0
czywiesz388	ile razy naprawiano krzyż wieńczący dzwonnicę Soboru Zwiastowania w Charkowie?	W XVIII w. w sąsiedztwie soboru wzniesiono dzwonnicę, zaś w 1836 - sobór Zwiastowania w stylu klasycystycznym.	0
czywiesz2555	gdzie produkowano pojazdy pancerne S1 Scout Car?	Humber Scout Car – brytyjska konstrukcja lekkiego samochodu opancerzonego, produkowana i używana podczas II wojny światowej.	0
czywiesz3912	w jakim kraju jest przyznawany Order Białego Lotosu?	Order Białej Gwiazdy przyznawany jest obywatelom estońskim i obcokrajowcom za wybitne zasługi w służbie państwa lub samorządu terytorialnego Estonii.	0
czywiesz1097	w jakich krajach, uważany w Europie za niejadalnego, jadany jest gołąbek gęstoblaszkowy?	W Europie jest uważany za grzyb niejadalny, ale na opracowanej dla FAO liście jest wymieniony jako jadany w Meksyku.	0
czywiesz2995	jak powstała „czarna ziemia Indian”?	"Starcia zbrojne na mniejszą i większą skalę bywały też elementem rywalizacji sąsiadujących ze sobą grup tubylczych (czasem przesiedlanych siłą, np. na Terytorium Indiańskie) o kurczące się ziemie, źródła utrzymania (zwierzynę, szlaki handlowe, tereny uprawne, pastwiska, wodę, drewno, itp.) oraz dobra materialne (pochodzenia tak lokalnego, jak i europejskiego). Jednak najczęstszym, najbardziej dramatycznym i brzemiennym w skutki typem ""wojen indiańskich"" były tubylcze powstania i wojny przeciw przybywającym z Europy lub wywodzącym się z niej białym kolonizatorom. Powstania i wojny Indian z koloniami w Ameryce Północnej (lista niepełna): 1609 – I wojna z Powatanami (ang. Powhatan War) 1622 – II wojna z Powatanami 1630-1701 – wojny bobrowe (wojny Irokezów) 1636-1637 – wojna z Pekotami 1639-1645 – wojna Kifta 1655-1660 – wojna o drzewo brzoskwiniowe 1644 – III wojna z Powatanami 1675 – rebelia Bacona 1675-1676 – wojna Króla Filipa (ang. King Philip War) 1675-1676 – wojna południowa 1680-1692 – powstanie Indian Pueblo 1711-1713 – wojna Tuscarorów 1715 – wojna Yamassee 1722 – wojna Dummera 1763 – wojna Pontiaka"	0
czywiesz3043	kto od 11 października 2012 roku jest premierem Jordanii?	Fayez al-Tarawneh (ur. w 1949 w Ammanie), jordański polityk i ekonomista, minister spraw zagranicznych w 1997, dwukrotny premier i minister obrony w latach 1998-1999 oraz ponownie od 2 maja do 11 października 2012.	0
czywiesz3078	jak Lorenzo Lotto zinterpretował motyw zwiastowania Marii przez Archanioła Gabriela?	Motyw zwiastowania Marii przez Archanioła Gabriela był bardzo często przedstawiany przez malarzy różnych epok i równie często różnie interpretowany.	0
czywiesz1740	kto rozprawił się ze starożytnymi piratami cylicyjskimi?	W starożytności, między IV a I w. p.n.e. wyspa stanowiła bazę dla piratów z Cylicji. Rozprawił się z nimi rzymski dowódca wojskowy Pompejusz. Na wyspie zachowały się pozostałości pirackiego fortu.	1
czywiesz1460	które miasto było nagie?	Roślina wiecznie zielona o mięsistych pędach i eliptycznych, szarozielonych liściach, które w odróżnieniu od większości gatunku peperomii nie są nagie, lecz filcowate.	0
czywiesz423	"które kalifornijskie laboratorium brało udział w ""Projekcie Manhattan""?"	Brał udział w pracach nad amerykańską bombą atomową (Projekt Manhattan).	0
czywiesz2595	czym różnią się od siebie polska biała kiełbasa i niemiecki Weißwurst?	Sztandarowym daniem spożywanym do południa jest biała kiełbasa (Weißwurst), parzona i podawana na gorąco z dodatkiem słodkiej musztardy lub chrzanu oraz precli i popijana pszenicznym piwem.	0
czywiesz481	za co nadzwyczajny trybunał rewolucyjny skazał na śmierć męczennice z Orange?	Męczennice z Orange, Błogosławione Dziewice z Orange – grupa francuskich zakonnic, błogosławionych męczennic Kościoła katolickiego, straconych w czasie rewolucji francuskiej w czasie prześladowań religijnych wymierzonych przeciwko katolikom. Geneza męczeństwa	0
czywiesz4130	za co papież Innocenty VI pozbawił swego spowiednika Bernarda godności biskupiej?	Niemniej z powodu mianowania w październiku 1357 na urząd biskupi przez papieża Innocentego VI swojego spowiednika, dominikanina Bernarda, nie otrzymał tej godności.	0
czywiesz2376	który z redaktorów drugiego obiegu był miłośnikiem twórczości Władysława Zambrzyckiego?	Był miłośnikiem twórczości Władysława Zambrzyckiego, wydał autorską, nieocenzurowaną wersję Kwatery bożych pomyleńców oraz pozostającą ponad 40 lat w rękopisie powieść W oficynie Elerta; obie te książki opatrzył przypisami i posłowiem.	0
czywiesz1572	kiedy została konsekrowana Katedra św. Józefa w Thiruvananthapuram?	Katedra została ostatecznie konsekrowana 21 listopada 1875.	0
czywiesz4303	ile procent ludności hrabstwa Dakota stanowią osoby pochodzenia niemieckiego?	Dane statystyczne: Ludność: 2.190 mieszkańców (wg stanu za rok 2000) Powierzchnia: 96,9 km², z czego 0,5 km² to wody Gęstość zaludnienia: 22,7 mieszkańców/km² Największy procent ludności stanowią mieszkańcy pochodzenia: europejskiego (96,8%) i azjatyckiego (2,2%)	0
czywiesz1573	czy znasz Przypowieść o bogaczu?	Przypowieść o bogaczu i Łazarzu	0
czywiesz2067	która opera Gaetana Donizettiego została zakazana dekretem króla Obojga Sycylii Ferdynanda II?	Don Pasquale – opera buffa w trzech aktach autorstwa Gaetana Donizettiego.	0
czywiesz1480	ile osób zostało wysiedlonych w konsekwencji wojny grecko-tureckiej w latach 1919–1922?	Po klęsce Grecji w wojnie grecko-tureckiej 1919-1922 uciekł do Grecji.	0
czywiesz1473	w jaki sposób paszczak papuaski łapie muchy?	Istnieje kilka odmian tego rodzaju wyciągów w zależności od sposobu, w jaki narciarz się do niego wczepia: wyciągi ze stalową liną i specjalnym kluczem, bardzo popularne w przeszłości, obecnie rzadko spotykane wyciągi ze stalową liną, do której na stałe przymocowane są połówki orczyka lub poprzeczne uchwyty – jazda takim wyciągiem polega na złapaniu takiego uchwytu, bądź też umieszczeniu go pod pośladkami wyciągi z liną z włókien konopnych, którą łapie się bezpośrednio – obecnie spotykane najczęściej.	0
czywiesz2015	w jaki sposób niepiśmienny chłop został wicepremierem w maoistowskich Chinach?	Po powrocie do ojczyzny Pol Pot postanowił wcielić w życie ideę absolutnej równości, czerpaną z marksizmu i maoizmu. Jego ideałem było utworzenie społeczeństwa niepiśmiennych chłopów.	0
czywiesz2294	która pisarka uznawana jest za „matkę” estońskiej sztuki dramatycznej?	Hurt jest autorem sentencji, która wyraża mentalność Estończyków, jako niewielkiego liczebnie narodu: Jeśli nie możemy być wielcy liczbą, musimy być wielcy duchem. Kristjan Jaak Peterson Za właściwego twórcę nowoczesnej poezji estońskiej uznaje się Kristjana Jaaka Petersona (1801-1822).	0
czywiesz1924	w jakiej średniowiecznej arabskiej księdze zawarte są informacje o państwie Mieszka I?	"Najsłynniejszą jednak podróż odbył Wenecjanin Marco Polo. Informacje zawarte w relacji z podróży ""Opisanie świata"" na trwałe weszły do kanonu średniowiecznej wiedzy geograficznej."	0
czywiesz1596	gdzie odnaleziono w Polsce pochówek młodego wojownika, który nosił na pasie tamgę Rurykowiczów?	Serial opisuje przygody młodego, cymeryjskiego wojownika – Conana, który wraz z towarzyszami przemierza starożytne krainy. Jego zadaniem jest odnalezienie sposobu na zdjęcie klątwy, przez którą jego rodzice i dziadek zmienili się w kamienne posągi.	0
czywiesz127	czyja kariera stała się symbolem korupcji w Chinach?	"Heshen Heshen (ur. 1750, zm. 22 lutego 1799) – mandżurski generał i polityk, faworyt cesarza Qianlonga, który osiągnął najwyższe stanowiska w cesarstwie chińskim za czasów dynastii Qing i zwany był ""drugim cesarzem"". Jego zawrotna kariera wzbudziła wiele zawiści, a jego nepotyzm stał się symbolem korupcji dworu chińskiego."	1
czywiesz2525	które z dzieł Cimabuego należy do najstarszych na terenie Toskanii tablicowych przedstawień Marii z Dzieciątkiem?	Wiadomo ze starszych źródeł o pobycie Cimabuego w Pizie w latach 1300–1301, jednak pod względem stylistycznym paryskie dzieło jest zestawiane z Maestą Florencką (Maestà di Santa Trinità) z florenckiego kościoła Świętej Trójcy (obecnie w zbiorach Uffizi), datowaną na 1280 rok. Oba dzieła Cenniego di Pepe należą do najstarszych na terenie Toskanii tablicowych przedstawień Marii z Dzieciątkiem.	0
czywiesz4193	jakie polskie obiekty znajdują się na Europejskim Szlaku Dziedzictwa Przemysłowego?	Heineken Experience jest jednym z tzw. punktów kotwicznych na Europejskim Szlaku Dziedzictwa Przemysłowego.	0
czywiesz1593	gdzie leży Kraj Lovecrafta?	Opowiadanie o Zulchaquonie, Śmierć z zaciemnienia - Lina Cartera można znaleźć w Księdze Ioda, gdzie znajdują się opowiadania na podstawie mitów Lovecrafta.	0
czywiesz4264	jaką długość miała najdłuższa linia autobusowa w Szczecinie?	Od tej pory linia nr 5 ma długość 30,7 km, wówczas była to najdłuższa linia tramwajowa w NRD, a obecnie jest jedną z najdłuższych linii tramwajowych w Niemczech.	0
czywiesz1055	do czego służyły Tablice Rudolfińskie?	Tablice podają grubość bez kory w różnych miejscach strzały oraz miąższość bez kory od podstawy do różnych wysokości.	0
czywiesz3583	jaki był tragiczny koniec portugalskiej damy dworu Inês de Castro?	Jedna z kastylijskich szlachcianek, Inês de Castro, została kochanką jego syna, Piotra, co nie podobało się ojcu. Sytuacja stawała się coraz bardziej napięta, a stary król nie umiał uzyskać nad nią kontroli. Zlecił zamordowanie Inês (1355), co doprowadziło praktycznie do wojny domowej między nim a synem, która zakończyła się w 1357 r.	1
czywiesz1889	jaką wysokość ma Mních?	Smädný mních (pol. Spragniony Mnich) - marka słowackiego piwa produkowanego w browarze Šariš przez spółkę Pivovary Topvar, należącą do grupy SABMiller.	0
